SystemCodeNumber,Timestamp,Occupancy,Capacity,QueueLength,TrafficConditionNearby,IsSpecialDay,VehicleType,IsWeekend,IsOfficeHour,Model2Price,Model2Revenue
BHMEURBRD01,2016-11-28 10:32:00,377,470,4,average,0,car,0,1,13.342928363908989,5030.283993193689
BHMEURBRD01,2016-11-28 11:01:00,389,470,5,average,0,cycle,0,1,13.83184095569138,5380.5861317639465
BHMEURBRD01,2016-11-28 11:32:00,399,470,5,average,0,car,0,1,13.91719955261134,5552.962621491924
BHMEURBRD01,2016-11-28 12:01:00,410,470,8,high,0,car,0,1,15.2020475428987,6232.839492588467
BHMEURBRD01,2016-11-28 12:28:00,418,470,8,high,0,car,0,1,15.219923688850523,6361.9281019395185
BHMEURBRD01,2016-11-28 13:02:00,423,470,8,high,0,car,0,1,15.231096280070414,6442.753726469785
BHMEURBRD01,2016-11-28 13:31:00,424,470,7,high,0,car,0,1,14.708219010979558,6236.2848606553325
BHMEURBRD01,2016-11-28 14:02:00,424,470,4,average,0,car,0,1,13.447950721375953,5701.931105863404
BHMEURBRD01,2016-11-28 14:32:00,417,470,4,average,0,car,0,1,13.43230909366811,5601.272892059602
BHMEURBRD01,2016-11-28 15:02:00,401,470,3,low,0,truck,0,1,13.291534444297493,5329.905312163295
BHMEURBRD01,2016-11-28 15:41:00,385,470,2,low,0,car,0,1,12.625648007592043,4860.874482922936
BHMEURBRD01,2016-11-28 16:02:00,365,470,2,low,0,car,0,1,12.580957642712482,4592.049539590056
BHMEURBRD01,2016-11-28 16:28:00,328,470,2,low,0,car,0,1,12.498280467685296,4099.435993400777
BHMEURBRD01,2016-11-29 07:55:00,136,470,1,low,0,bike,0,0,10.808984675237914,1470.0219158323564
BHMEURBRD01,2016-11-29 08:28:00,200,470,2,low,0,car,0,0,11.58212798765431,2316.425597530862
BHMEURBRD01,2016-11-29 09:02:00,280,470,2,low,0,bike,0,1,12.286001234507385,3440.080345662068
BHMEURBRD01,2016-11-29 09:28:00,333,470,2,low,0,cycle,0,1,12.446439644425007,4144.664401593527
BHMEURBRD01,2016-11-29 10:01:00,380,470,3,low,0,bike,0,1,13.034564846240022,4953.134641571208
BHMEURBRD01,2016-11-29 10:28:00,405,470,3,low,0,bike,0,1,13.090427802339473,5301.623259947487
BHMEURBRD01,2016-11-29 11:01:00,427,470,6,average,0,bike,0,1,14.399855493310591,6148.738295643622
BHMEURBRD01,2016-11-29 11:28:00,438,470,7,high,0,car,0,1,14.739502266395249,6455.901992681119
BHMEURBRD01,2016-11-29 11:55:00,449,470,5,average,0,car,0,1,14.02892546481024,6298.9875336997975
BHMEURBRD01,2016-11-29 12:28:00,462,470,6,average,0,car,0,1,14.583085989316789,6737.385727064357
BHMEURBRD01,2016-11-29 13:02:00,463,470,7,high,0,car,0,1,14.795365222494699,6850.254098015045
BHMEURBRD01,2016-11-29 13:28:00,458,470,8,high,0,bike,0,1,15.204282061142678,6963.561184003346
BHMEURBRD01,2016-11-29 14:01:00,448,470,5,high,0,cycle,0,1,13.648610459685182,6114.577485938961
BHMEURBRD01,2016-11-29 14:28:00,433,470,4,average,0,truck,0,1,13.573083743038726,5877.145260735769
BHMEURBRD01,2016-11-29 14:55:00,428,470,6,high,0,car,0,1,14.192045296620638,6074.195386953633
BHMEURBRD01,2016-11-29 15:28:00,398,470,2,low,0,car,0,1,12.654696744763758,5036.569304415975
BHMEURBRD01,2016-11-29 16:02:00,372,470,2,low,0,car,0,1,12.596599270420331,4685.9349285963635
BHMEURBRD01,2016-11-29 16:28:00,337,470,2,low,0,car,0,1,12.5183911318811,4218.697811443931
BHMEURBRD01,2016-11-30 08:02:00,143,470,2,low,0,car,0,0,11.45476044774756,1638.0307440279012
BHMEURBRD01,2016-11-30 08:28:00,204,470,2,low,0,car,0,0,11.591066060630219,2364.5774763685645
BHMEURBRD01,2016-11-30 09:01:00,272,470,2,low,0,truck,0,1,12.478169803489493,3394.062186549142
BHMEURBRD01,2016-11-30 09:28:00,320,470,2,low,0,car,0,1,12.480404321733472,3993.729382954711
BHMEURBRD01,2016-11-30 10:01:00,361,470,3,low,0,cycle,0,1,13.034117942591227,4705.316577275433
BHMEURBRD01,2016-11-30 10:28:00,385,470,3,low,0,cycle,0,1,13.0877463804467,5038.782356471979
BHMEURBRD01,2016-11-30 10:55:00,394,470,4,average,0,car,0,1,13.380915174056614,5272.080578578306
BHMEURBRD01,2016-11-30 11:28:00,401,470,5,average,0,car,0,1,13.921668589099294,5582.589104228817
BHMEURBRD01,2016-11-30 12:01:00,415,470,7,high,0,car,0,1,14.688108346783755,6095.564963915258
BHMEURBRD01,2016-11-30 12:28:00,422,470,8,high,0,cycle,0,1,15.165848347346255,6399.988002580119
BHMEURBRD01,2016-11-30 13:01:00,430,470,6,average,0,bike,0,1,14.406559048042524,6194.820390658286
BHMEURBRD01,2016-11-30 13:28:00,434,470,5,average,0,car,0,1,13.99540769115057,6074.006937959347
BHMEURBRD01,2016-11-30 14:01:00,432,470,4,average,0,car,0,1,13.46582686732778,5817.2372066856005
BHMEURBRD01,2016-11-30 14:28:00,429,470,4,average,0,car,0,1,13.459123312595844,5773.963901103617
BHMEURBRD01,2016-11-30 15:01:00,418,470,2,low,0,bike,0,1,12.59436475217635,5264.444466409715
BHMEURBRD01,2016-11-30 15:28:00,403,470,2,low,0,cycle,0,1,12.602855921503465,5078.950936365896
BHMEURBRD01,2016-11-30 16:01:00,375,470,2,low,0,truck,0,1,12.70832518261923,4765.6219434822115
BHMEURBRD01,2016-11-30 16:28:00,353,470,2,low,0,car,0,1,12.554143423784748,4431.612628596016
BHMEURBRD01,2016-12-01 08:05:00,169,470,2,low,0,car,0,0,11.51285792209099,1945.6729888333773
BHMEURBRD01,2016-12-01 08:25:00,216,470,2,low,0,car,0,0,11.617880279557957,2509.4621403845185
BHMEURBRD01,2016-12-01 08:58:00,306,470,2,low,0,car,0,0,11.818986921515979,3616.6099979838896
BHMEURBRD01,2016-12-01 09:25:00,382,470,2,low,0,car,0,1,12.61894445286011,4820.436780992562
BHMEURBRD01,2016-12-01 09:58:00,432,470,2,low,0,truck,0,1,12.835692722525977,5545.0192561312215
BHMEURBRD01,2016-12-01 10:25:00,455,470,3,low,0,car,0,1,13.30717607200534,6054.76511276243
BHMEURBRD01,2016-12-01 10:58:00,470,470,4,average,0,truck,0,1,13.655760918065912,6418.207631490979
BHMEURBRD01,2016-12-01 11:32:00,466,470,5,average,0,car,0,1,14.066912274957865,6555.181120130365
BHMEURBRD01,2016-12-01 11:58:00,466,470,5,average,0,car,0,1,14.066912274957865,6555.181120130365
BHMEURBRD01,2016-12-01 12:25:00,468,470,8,high,0,car,0,1,15.331649601049424,7175.2120132911305
BHMEURBRD01,2016-12-01 12:58:00,470,470,8,high,0,bike,0,1,15.231096280070414,7158.615251633095
BHMEURBRD01,2016-12-01 13:25:00,460,470,7,high,0,car,0,1,14.788661667762765,6802.784367170872
BHMEURBRD01,2016-12-01 13:58:00,464,470,7,high,0,truck,0,1,14.902622098205644,6914.816653567419
BHMEURBRD01,2016-12-01 14:25:00,465,470,4,average,0,car,0,1,13.539565969379055,6295.89817576126
BHMEURBRD01,2016-12-01 14:58:00,447,470,4,average,0,car,0,1,13.499344640987449,6034.207054521389
BHMEURBRD01,2016-12-01 15:25:00,434,470,2,low,0,bike,0,1,12.63011704408,5481.47079713072
BHMEURBRD01,2016-12-01 15:58:00,409,470,3,low,0,car,0,1,13.204388232782351,5400.594787207981
BHMEURBRD01,2016-12-01 16:25:00,357,470,2,low,0,car,0,1,12.56308149676066,4485.020094343556
BHMEURBRD01,2016-12-02 07:55:00,132,470,2,low,0,car,0,0,11.430180747063803,1508.783858612422
BHMEURBRD01,2016-12-02 08:28:00,205,470,2,low,0,cycle,0,0,11.53028716439402,2363.708868700774
BHMEURBRD01,2016-12-02 09:01:00,291,470,2,low,0,bike,0,1,12.310580935191142,3582.379052140622
BHMEURBRD01,2016-12-02 09:28:00,330,470,2,low,0,car,0,1,12.502749504173254,4125.907336377174
BHMEURBRD01,2016-12-02 10:02:00,358,470,3,low,0,car,0,1,13.090427802339473,4686.373153237531
BHMEURBRD01,2016-12-02 10:28:00,377,470,3,low,0,car,0,1,13.132883648975053,4951.097135663595
BHMEURBRD01,2016-12-02 11:01:00,396,470,5,average,0,car,0,1,13.910495997879405,5508.556415160245
BHMEURBRD01,2016-12-02 11:28:00,407,470,7,high,0,car,0,1,14.670232200831933,5970.784505738597
BHMEURBRD01,2016-12-02 12:01:00,418,470,8,high,0,truck,0,1,15.32494604631749,6405.827447360711
BHMEURBRD01,2016-12-02 12:28:00,419,470,9,high,0,car,0,1,15.747269994429338,6598.106127665893
BHMEURBRD01,2016-12-02 12:58:00,422,470,8,high,0,car,0,1,15.228861761826435,6426.579663490756
BHMEURBRD01,2016-12-02 13:25:00,426,470,7,high,0,cycle,0,1,14.649674632987333,6240.761393652604
BHMEURBRD01,2016-12-02 13:58:00,430,470,5,average,0,cycle,0,1,13.923456203694478,5987.086167588625
BHMEURBRD01,2016-12-02 14:25:00,405,470,4,average,0,car,0,1,13.405494874740373,5429.225424269851
BHMEURBRD01,2016-12-02 14:58:00,397,470,4,average,0,bike,0,1,13.282596371321581,5273.190759414668
BHMEURBRD01,2016-12-02 15:31:00,380,470,3,average,0,cycle,0,1,12.761506716825908,4849.372552393845
BHMEURBRD01,2016-12-02 15:58:00,364,470,3,low,0,cycle,0,1,13.040821497323162,4746.859025025631
BHMEURBRD01,2016-12-02 16:32:00,329,470,2,low,0,cycle,0,1,12.437501571449094,4091.9380170067516
BHMEURBRD01,2016-12-05 08:02:00,123,470,2,low,1,car,0,0,12.46029365753767,1532.6161198771335
BHMEURBRD01,2016-12-05 08:29:00,192,470,3,low,1,car,0,0,13.139587203706988,2522.8007431117417
BHMEURBRD01,2016-12-05 09:02:00,260,470,3,low,1,truck,0,1,14.02669094656626,3646.939646107228
BHMEURBRD01,2016-12-05 09:29:00,305,470,4,low,1,car,0,1,14.54733369741314,4436.936777711008
BHMEURBRD01,2016-12-05 10:03:00,349,470,4,low,1,car,0,1,14.645652500148172,5111.332722551712
BHMEURBRD01,2016-12-05 10:29:00,370,470,5,low,1,car,0,1,15.217689170606546,5630.544993124422
BHMEURBRD01,2016-12-05 11:02:00,385,470,7,average,1,truck,0,1,16.091385804001952,6195.183534540752
BHMEURBRD01,2016-12-05 11:29:00,399,470,7,average,1,car,0,1,16.017646701950675,6391.041034078319
BHMEURBRD01,2016-12-05 11:56:00,416,470,7,average,1,car,0,1,16.055633512098304,6679.143541032894
BHMEURBRD01,2016-12-05 12:29:00,422,470,11,high,1,truck,0,1,17.959443055967576,7578.884969618317
BHMEURBRD01,2016-12-05 13:02:00,432,470,11,high,1,car,0,1,17.87676588094039,7722.7628605662485
BHMEURBRD01,2016-12-05 13:29:00,436,470,10,high,1,car,0,1,17.360592166581466,7569.218184629519
BHMEURBRD01,2016-12-05 14:02:00,434,470,5,average,1,car,0,1,15.045631265820239,6529.803969365984
BHMEURBRD01,2016-12-05 14:29:00,426,470,6,average,1,car,0,1,15.55286690720325,6625.5213024685845
BHMEURBRD01,2016-12-05 15:02:00,419,470,3,low,1,car,0,1,14.2769569898918,5982.044978764665
BHMEURBRD01,2016-12-05 15:29:00,395,470,4,low,1,truck,0,1,14.853462696838129,5867.1177652510605
BHMEURBRD01,2016-12-05 16:02:00,375,470,4,average,1,bike,0,1,14.283660544623732,5356.3727042339
BHMEURBRD01,2016-12-05 16:29:00,342,470,3,average,1,car,0,1,13.789832012704593,4716.122548344971
BHMEURBRD01,2016-12-06 07:56:00,134,470,2,low,0,car,0,0,11.43464978355176,1532.243070995936
BHMEURBRD01,2016-12-06 08:29:00,209,470,2,low,0,car,0,0,11.60223865185011,2424.867878236673
BHMEURBRD01,2016-12-06 08:56:00,271,470,2,low,0,truck,0,0,11.845801140443715,3210.212109060247
BHMEURBRD01,2016-12-06 09:29:00,328,470,2,low,0,car,0,1,12.498280467685296,4099.435993400777
BHMEURBRD01,2016-12-06 10:02:00,383,470,3,low,0,car,0,1,13.146290758438921,5035.029360482106
BHMEURBRD01,2016-12-06 10:29:00,412,470,3,low,0,bike,0,1,13.106069430047318,5399.700605179495
BHMEURBRD01,2016-12-06 11:02:00,435,470,6,average,0,car,0,1,14.522753996729383,6317.3979885772815
BHMEURBRD01,2016-12-06 11:29:00,444,470,6,average,0,truck,0,1,14.64788701839215,6503.661836166115
BHMEURBRD01,2016-12-06 11:56:00,461,470,6,average,0,car,0,1,14.580851471072812,6721.772528164566
BHMEURBRD01,2016-12-06 12:29:00,453,470,8,high,0,truck,0,1,15.403154184856723,6977.628845740095
BHMEURBRD01,2016-12-06 12:56:00,452,470,8,high,0,car,0,1,15.295897309145776,6913.74558373389
BHMEURBRD01,2016-12-06 13:29:00,446,470,7,high,0,bike,0,1,14.652356054880107,6534.950800476528
BHMEURBRD01,2016-12-06 14:02:00,441,470,6,high,0,bike,0,1,14.116071676325381,6225.187609259493
BHMEURBRD01,2016-12-06 14:29:00,419,470,6,high,0,car,0,1,14.171934632424833,5938.040610986005
BHMEURBRD01,2016-12-06 15:02:00,407,470,3,low,0,car,0,1,13.199919196294394,5372.367112891819
BHMEURBRD01,2016-12-06 15:29:00,376,470,3,low,0,bike,0,1,13.02562677326411,4897.635666747306
BHMEURBRD01,2016-12-06 16:02:00,353,470,2,low,0,cycle,0,1,12.491130009304568,4409.3688932845125
BHMEURBRD01,2016-12-06 16:29:00,325,470,2,low,0,car,0,1,12.491576912953361,4059.7624967098423
BHMEURBRD01,2016-12-07 07:59:00,172,470,2,low,0,car,0,0,11.519561476822924,1981.3645740135428
BHMEURBRD01,2016-12-07 08:26:00,243,470,2,low,0,truck,0,0,11.78323462961233,2863.3260149957964
BHMEURBRD01,2016-12-07 08:55:00,316,470,2,low,0,car,0,0,11.841332103955759,3741.8609448500197
BHMEURBRD01,2016-12-07 09:26:00,374,470,3,average,0,car,0,1,12.81111302184222,4791.35627016899
BHMEURBRD01,2016-12-07 09:59:00,417,470,3,average,0,car,0,1,12.907197306333273,5382.301276740975
BHMEURBRD01,2016-12-07 10:26:00,445,470,3,low,0,bike,0,1,13.17980853209859,5865.014796783873
BHMEURBRD01,2016-12-07 10:59:00,469,470,4,average,0,cycle,0,1,13.485490627874785,6324.695104473274
BHMEURBRD01,2016-12-07 11:25:00,465,470,5,average,0,car,0,1,14.064677756713888,6540.075156871958
BHMEURBRD01,2016-12-07 11:59:00,460,470,5,average,0,car,0,1,14.053505165493998,6464.612376127239
BHMEURBRD01,2016-12-07 12:26:00,458,470,7,high,0,car,0,1,14.78419263127481,6771.160225123863
BHMEURBRD01,2016-12-07 12:59:00,467,470,8,high,0,car,0,1,15.329415082805449,7158.836843670145
BHMEURBRD01,2016-12-07 13:26:00,455,470,7,high,0,cycle,0,1,14.714475662062696,6695.086426238527
BHMEURBRD01,2016-12-07 13:59:00,457,470,6,average,0,car,0,1,14.571913398096898,6659.364422930283
BHMEURBRD01,2016-12-07 14:26:00,448,470,5,average,0,bike,0,1,13.921668589099294,6236.907527916484
BHMEURBRD01,2016-12-07 14:59:00,434,470,4,average,0,car,0,1,13.470295903815735,5846.108422256029
BHMEURBRD01,2016-12-07 15:32:00,414,470,3,average,0,truck,0,1,13.005516109068306,5384.283669154279
BHMEURBRD01,2016-12-07 15:59:00,388,470,3,low,0,car,0,1,13.157463349658812,5105.095779667619
BHMEURBRD01,2016-12-07 16:32:00,353,470,2,low,0,car,0,1,12.554143423784748,4431.612628596016
BHMEURBRD01,2016-12-08 07:59:00,148,470,1,low,0,car,0,0,10.940821251632617,1619.2415452416274
BHMEURBRD01,2016-12-08 08:26:00,204,470,1,low,0,car,0,0,11.065954273295386,2257.454671752259
BHMEURBRD01,2016-12-08 08:59:00,273,470,2,low,0,bike,0,0,11.640225461997737,3177.781551125382
BHMEURBRD01,2016-12-08 09:26:00,315,470,3,average,0,car,0,1,12.679276445447517,3993.972080315968
BHMEURBRD01,2016-12-08 09:59:00,350,470,2,low,0,cycle,0,1,12.484426454572633,4369.549259100421
BHMEURBRD01,2016-12-08 10:32:00,384,470,6,high,0,car,0,1,14.093726493885601,5411.990973652071
BHMEURBRD01,2016-12-08 10:59:00,407,470,4,average,0,bike,0,1,13.304941553761363,5415.111212380875
BHMEURBRD01,2016-12-08 11:32:00,418,470,4,average,0,bike,0,1,13.32952125444512,5571.73988435806
BHMEURBRD01,2016-12-08 11:59:00,422,470,5,average,0,cycle,0,1,13.905580057742652,5868.154784367399
BHMEURBRD01,2016-12-08 12:25:00,425,470,8,high,0,car,0,1,15.235565316558368,6475.115259537307
BHMEURBRD01,2016-12-08 12:59:00,431,470,7,high,0,car,0,1,14.723860638687402,6345.98393527427
BHMEURBRD01,2016-12-08 13:25:00,432,470,7,high,0,car,0,1,14.726095156931382,6361.673107794357
BHMEURBRD01,2016-12-08 13:59:00,429,470,5,average,0,car,0,1,13.984235099930679,5999.236857870261
BHMEURBRD01,2016-12-08 14:26:00,421,470,4,average,0,car,0,1,13.441247166644022,5658.765057157133
BHMEURBRD01,2016-12-08 14:59:00,401,470,4,average,0,cycle,0,1,13.333543387284282,5346.750898300997
BHMEURBRD01,2016-12-08 15:26:00,396,470,2,low,0,bike,0,1,12.545205350808835,4967.901318920299
BHMEURBRD01,2016-12-08 15:59:00,363,470,2,low,0,cycle,0,1,12.513475191744345,4542.391494603197
BHMEURBRD01,2016-12-08 16:32:00,321,470,1,low,0,cycle,0,1,11.894513638162437,3818.1388778501423
BHMEURBRD01,2016-12-09 08:02:00,149,470,1,low,0,car,0,0,10.943055769876596,1630.5153097116126
BHMEURBRD01,2016-12-09 08:29:00,219,470,2,low,0,cycle,0,0,11.56157041980971,2531.9839219383266
BHMEURBRD01,2016-12-09 08:55:00,269,470,2,low,0,bike,0,0,11.631287389021825,3128.816307646871
BHMEURBRD01,2016-12-09 09:29:00,300,470,2,low,0,bike,0,1,12.330691599386945,3699.2074798160834
BHMEURBRD01,2016-12-09 09:55:00,326,470,2,low,0,car,0,1,12.49381143119734,4072.982526570333
BHMEURBRD01,2016-12-09 10:29:00,342,470,3,low,0,car,0,1,13.054675510435825,4464.699024569052
BHMEURBRD01,2016-12-09 10:56:00,360,470,3,average,0,bike,0,1,12.67480740895956,4562.9306672254415
BHMEURBRD01,2016-12-09 11:29:00,371,470,5,average,0,car,0,1,13.854633041779953,5140.068858500363
BHMEURBRD01,2016-12-09 11:56:00,378,470,6,average,0,bike,0,1,14.290364099355667,5401.757629556442
BHMEURBRD01,2016-12-09 12:29:00,381,470,7,high,0,car,0,1,14.612134726488502,5567.22333079212
BHMEURBRD01,2016-12-09 13:02:00,380,470,7,high,0,car,0,1,14.609900208244525,5551.76207913292
BHMEURBRD01,2016-12-09 13:29:00,378,470,7,high,0,truck,0,1,14.710453529223535,5560.551434046496
BHMEURBRD01,2016-12-09 14:02:00,370,470,4,average,0,cycle,0,1,13.264273321720964,4907.781129036756
BHMEURBRD01,2016-12-09 14:29:00,359,470,4,average,0,bike,0,1,13.197684678050416,4737.9687994200995
BHMEURBRD01,2016-12-09 14:56:00,358,470,4,average,0,car,0,1,13.300472517273407,4761.56916118388
BHMEURBRD01,2016-12-09 15:29:00,349,470,2,low,0,bike,0,1,12.440182993341868,4341.623864676311
BHMEURBRD01,2016-12-09 16:02:00,314,470,2,low,0,cycle,0,1,12.403983797789424,3894.850912505879
BHMEURBRD01,2016-12-09 16:29:00,289,470,3,average,0,car,0,1,12.621178971104088,3647.5207226490816
BHMEURBRD01,2016-12-10 07:59:00,62,470,1,low,0,cycle,1,0,11.525818127906062,714.6007239301758
BHMEURBRD01,2016-12-10 08:29:00,64,470,1,low,0,car,1,0,11.5933005788742,741.9712370479488
BHMEURBRD01,2016-12-10 09:02:00,65,470,2,low,0,car,1,1,12.750781029254812,828.8007669015627
BHMEURBRD01,2016-12-10 09:29:00,64,470,2,low,0,car,1,1,12.748546511010835,815.9069767046934
BHMEURBRD01,2016-12-10 09:55:00,69,470,2,average,0,car,1,1,12.444652029829824,858.6809900582579
BHMEURBRD01,2016-12-10 10:29:00,72,470,3,low,0,car,1,1,13.291534444297493,956.9904799894196
BHMEURBRD01,2016-12-10 11:02:00,78,470,4,average,0,car,1,1,13.514986268695296,1054.168928958233
BHMEURBRD01,2016-12-10 11:29:00,93,470,4,average,0,truck,1,1,13.653526399821933,1269.7779551834399
BHMEURBRD01,2016-12-10 12:02:00,109,470,6,high,0,car,1,1,14.319412836527384,1560.8159991814848
BHMEURBRD01,2016-12-10 12:29:00,109,470,7,high,0,car,1,1,14.844524623862217,1618.0531840009817
BHMEURBRD01,2016-12-10 12:55:00,114,470,6,high,0,car,1,1,14.330585427747272,1633.686738763189
BHMEURBRD01,2016-12-10 13:29:00,132,470,6,high,0,cycle,1,1,14.307793341658696,1888.6287210989478
BHMEURBRD01,2016-12-10 13:56:00,145,470,5,average,0,car,1,1,14.189810778376657,2057.5225628646153
BHMEURBRD01,2016-12-10 14:25:00,147,470,3,average,0,car,1,1,13.144056240194944,1932.1762673086569
BHMEURBRD01,2016-12-10 15:02:00,163,470,2,low,0,bike,1,1,12.864741459697694,2096.952857930724
BHMEURBRD01,2016-12-10 15:25:00,178,470,2,average,0,cycle,1,1,12.625201103943247,2247.285796501898
BHMEURBRD01,2016-12-10 15:59:00,176,470,1,low,0,car,1,1,12.473700767001539,2195.371334992271
BHMEURBRD01,2016-12-10 16:25:00,182,470,2,low,0,truck,1,1,13.117242021267208,2387.3380478706317
BHMEURBRD01,2016-12-11 08:02:00,50,470,1,low,1,bike,1,0,12.50721854066121,625.3609270330605
BHMEURBRD01,2016-12-11 08:25:00,52,470,1,low,1,car,1,0,12.61670993461613,656.0689166000387
BHMEURBRD01,2016-12-11 08:59:00,51,470,1,low,1,car,1,0,12.614475416372153,643.3382462349798
BHMEURBRD01,2016-12-11 09:26:00,53,470,2,low,1,car,1,1,13.774190384996745,730.0320904048275
BHMEURBRD01,2016-12-11 09:59:00,55,470,2,low,1,bike,1,1,13.673637064017736,752.0500385209755
BHMEURBRD01,2016-12-11 10:25:00,63,470,3,low,1,car,1,1,14.321647354771358,902.2637833505955
BHMEURBRD01,2016-12-11 10:59:00,68,470,4,average,1,car,1,1,14.542864660925183,988.9147969429124
BHMEURBRD01,2016-12-11 11:26:00,82,470,5,average,1,car,1,1,15.099259703675711,1238.1392957014084
BHMEURBRD01,2016-12-11 11:59:00,99,470,6,average,1,truck,1,1,15.76738065862514,1560.9706852038887
BHMEURBRD01,2016-12-11 12:32:00,102,470,6,average,1,car,1,1,15.669061855890105,1598.2443093007907
BHMEURBRD01,2016-12-11 13:05:00,105,470,8,high,1,car,1,1,16.41092191289081,1723.146800853535
BHMEURBRD01,2016-12-11 13:26:00,115,470,5,average,1,truck,1,1,15.278021163193953,1756.9724337673047
BHMEURBRD01,2016-12-11 13:59:00,131,470,6,average,1,truck,1,1,15.838885242432434,2074.8939667586487
BHMEURBRD01,2016-12-11 14:32:00,155,470,5,average,1,car,1,1,15.262379535486106,2365.6688280003464
BHMEURBRD01,2016-12-11 14:59:00,164,470,5,average,1,car,1,1,15.28249019968191,2506.3283927478333
BHMEURBRD01,2016-12-11 15:25:00,168,470,3,low,1,car,1,1,14.556271770389051,2445.4536574253607
BHMEURBRD01,2016-12-11 15:59:00,153,470,4,average,1,car,1,1,14.732798711663316,2254.1182028844873
BHMEURBRD01,2016-12-11 16:25:00,166,470,2,low,1,car,1,1,14.02669094656626,2328.4306971299993
BHMEURBRD01,2016-12-12 08:02:00,123,470,2,low,0,truck,0,0,11.515092440334968,1416.356370161201
BHMEURBRD01,2016-12-12 08:29:00,182,470,2,low,0,bike,0,0,11.436884301795738,2081.512942926824
BHMEURBRD01,2016-12-12 09:02:00,253,470,2,low,0,bike,0,1,12.225669241919979,3093.094318205755
BHMEURBRD01,2016-12-12 09:29:00,297,470,2,low,0,bike,0,1,12.323988044655012,3660.2244492625387
BHMEURBRD01,2016-12-12 10:02:00,345,470,3,low,0,car,0,1,13.061379065167758,4506.175777482877
BHMEURBRD01,2016-12-12 10:29:00,356,470,3,low,0,car,0,1,13.085958765851515,4658.60132064314
BHMEURBRD01,2016-12-12 11:02:00,362,470,5,average,0,cycle,0,1,13.771508963103972,4985.286244643638
BHMEURBRD01,2016-12-12 11:29:00,371,470,5,average,0,bike,0,1,13.749610684312987,5101.105563880118
BHMEURBRD01,2016-12-12 11:55:00,377,470,5,average,0,car,0,1,13.868040151243823,5228.251137018921
BHMEURBRD01,2016-12-12 12:29:00,385,470,8,high,0,cycle,0,1,15.083171172319068,5807.020901342841
BHMEURBRD01,2016-12-12 12:56:00,383,470,8,high,0,truck,0,1,15.246737907778257,5839.500618679072
BHMEURBRD01,2016-12-12 13:29:00,391,470,5,average,0,car,0,1,13.899323406659514,5434.63545200387
BHMEURBRD01,2016-12-12 14:02:00,383,470,4,average,0,car,0,1,13.356335473372855,5115.476486301804
BHMEURBRD01,2016-12-12 14:29:00,381,470,3,average,0,truck,0,1,12.931777007017033,4927.007039673489
BHMEURBRD01,2016-12-12 14:55:00,368,470,4,average,0,car,0,1,13.322817699713188,4902.796913494453
BHMEURBRD01,2016-12-12 15:29:00,355,470,3,low,0,bike,0,1,12.978701890140572,4607.439170999903
BHMEURBRD01,2016-12-12 15:56:00,336,470,2,low,0,car,0,1,12.516156613637119,4205.428622182072
BHMEURBRD01,2016-12-12 16:29:00,309,470,2,low,0,car,0,1,12.455824621049715,3848.849807904362
BHMEURBRD01,2016-12-13 08:02:00,154,470,2,average,0,car,0,0,11.164273076030419,1719.2980537086846
BHMEURBRD01,2016-12-13 08:29:00,207,470,2,average,0,car,0,0,11.282702542961253,2335.5194263929793
BHMEURBRD01,2016-12-13 09:02:00,293,470,2,low,0,truck,0,1,12.525094686613032,3669.8527431776183
BHMEURBRD01,2016-12-13 09:29:00,337,470,2,low,0,car,0,1,12.5183911318811,4218.697811443931
BHMEURBRD01,2016-12-13 09:55:00,372,470,2,low,0,car,0,1,12.596599270420331,4685.9349285963635
BHMEURBRD01,2016-12-13 10:29:00,391,470,3,low,0,car,0,1,13.164166904390747,5147.189259616782
BHMEURBRD01,2016-12-13 11:02:00,412,470,7,high,0,car,0,1,14.681404792051822,6048.73877432535
BHMEURBRD01,2016-12-13 11:29:00,427,470,7,high,0,car,0,1,14.71492256571149,6283.271935558806
BHMEURBRD01,2016-12-13 12:02:00,445,470,8,high,0,bike,0,1,15.175233323970962,6752.978829167078
BHMEURBRD01,2016-12-13 12:29:00,447,470,8,high,0,bike,0,1,15.179702360458919,6785.326955125137
BHMEURBRD01,2016-12-13 13:02:00,445,470,7,high,0,car,0,1,14.755143894103096,6566.039032875878
BHMEURBRD01,2016-12-13 13:55:00,440,470,5,average,0,car,0,1,14.008814800614438,6163.878512270353
BHMEURBRD01,2016-12-13 14:29:00,437,470,4,average,0,truck,0,1,13.582021816014635,5935.343533598395
BHMEURBRD01,2016-12-13 14:56:00,421,470,4,average,0,car,0,1,13.441247166644022,5658.765057157133
BHMEURBRD01,2016-12-13 15:28:00,408,470,2,low,0,bike,0,1,12.57201956973657,5129.383984452521
BHMEURBRD01,2016-12-13 16:02:00,385,470,3,average,0,car,0,1,12.835692722525977,4941.741698172501
BHMEURBRD01,2016-12-13 16:29:00,356,470,2,low,0,car,0,1,12.560846978516679,4471.661524351937
BHMEURBRD01,2016-12-14 08:03:00,177,470,2,low,0,car,0,0,11.530734068042815,2040.9399300435782
BHMEURBRD01,2016-12-14 08:43:00,256,470,2,low,0,bike,0,0,11.60223865185011,2970.173094873628
BHMEURBRD01,2016-12-14 09:03:00,320,470,2,low,0,car,0,1,12.480404321733472,3993.729382954711
